Магазин,Хліб,Календар,Кількість,Сума
ФРАНКА,СІРИЙ,2025-01-04,15.0,480
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-04,30.0,1350
ФРАНКА,ТОСТОВИЙ,2025-01-04,9.0,495
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-04,24.0,1152
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-04,20.0,1200
ФРАНКА,КЕРПІЧИК,2025-01-04,29.0,812
ФРАНКА,З ТРАВАМИ,2025-01-04,12.0,624
ЦЕНТРАЛ,БІЛИЙ,2025-01-04,21.0,630
ЦЕНТРАЛ,СІРИЙ,2025-01-04,21.0,672
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-04,26.0,1170
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-04,14.0,770
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-04,9.0,432
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-04,23.0,1380
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-04,12.0,336
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-04,18.0,936
ДРУЖБА,БІЛИЙ,2025-01-04,19.0,570
ДРУЖБА,СІРИЙ,2025-01-04,18.0,576
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-04,17.0,765
ДРУЖБА,ТОСТОВИЙ,2025-01-04,23.0,1265
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-04,24.0,1152
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-04,30.0,1800
ДРУЖБА,КЕРПІЧИК,2025-01-04,29.0,812
ДРУЖБА,З ТРАВАМИ,2025-01-04,33.0,1716
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-05,23.0,690
АВТОСТАНЦІЯ,СІРИЙ,2025-01-05,22.0,704
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-05,30.0,1350
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-05,20.0,1100
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-05,20.0,960
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,25.0,1500
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-05,27.0,756
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-05,18.0,936
ГРІНВІЧ,БІЛИЙ,2025-01-05,8.0,240
ГРІНВІЧ,СІРИЙ,2025-01-05,15.0,480
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-05,18.0,810
ГРІНВІЧ,ТОСТОВИЙ,2025-01-05,21.0,1155
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-05,18.0,864
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,14.0,840
ГРІНВІЧ,КЕРПІЧИК,2025-01-05,28.0,784
ГРІНВІЧ,З ТРАВАМИ,2025-01-05,28.0,1456
ПАЛАНОК,БІЛИЙ,2025-01-05,15.0,450
ПАЛАНОК,СІРИЙ,2025-01-05,9.0,288
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-05,13.0,585
ПАЛАНОК,ТОСТОВИЙ,2025-01-05,23.0,1265
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-05,13.0,624
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,24.0,1440
ПАЛАНОК,КЕРПІЧИК,2025-01-05,9.0,252
ПАЛАНОК,З ТРАВАМИ,2025-01-05,29.0,1508
ЧЕРЕМШИНА,БІЛИЙ,2025-01-05,28.0,840
ЧЕРЕМШИНА,СІРИЙ,2025-01-05,18.0,576
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-05,18.0,810
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-05,17.0,935
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-05,27.0,1296
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,22.0,1320
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-05,28.0,784
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-05,,0
ПІДГОРЯНО,БІЛИЙ,2025-01-05,19.0,570
ПІДГОРЯНО,СІРИЙ,2025-01-05,13.0,416
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-05,16.0,720
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-05,13.0,715
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-05,12.0,576
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,22.0,1320
ПІДГОРЯНО,КЕРПІЧИК,2025-01-05,13.0,364
ПІДГОРЯНО,З ТРАВАМИ,2025-01-05,20.0,1040
ЄВРАЗІЯ,БІЛИЙ,2025-01-05,20.0,600
ЄВРАЗІЯ,СІРИЙ,2025-01-05,18.0,576
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-05,17.0,765
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-05,20.0,1100
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-05,18.0,864
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,26.0,1560
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-05,27.0,756
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-05,24.0,1248
РОСВИГОВО,БІЛИЙ,2025-01-05,10.0,300
РОСВИГОВО,СІРИЙ,2025-01-05,16.0,512
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-05,23.0,1035
РОСВИГОВО,ТОСТОВИЙ,2025-01-05,21.0,1155
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-05,26.0,1248
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,19.0,1140
РОСВИГОВО,КЕРПІЧИК,2025-01-05,23.0,644
РОСВИГОВО,З ТРАВАМИ,2025-01-05,16.0,832
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-05,20.0,600
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-05,19.0,608
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-05,13.0,585
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-05,24.0,1320
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-05,10.0,480
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,20.0,1200
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-05,15.0,420
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-05,18.0,936
ПРОГРЕС,БІЛИЙ,2025-01-05,21.0,630
ПРОГРЕС,СІРИЙ,2025-01-05,25.0,800
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-05,19.0,855
ПРОГРЕС,ТОСТОВИЙ,2025-01-05,28.0,1540
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-05,23.0,1104
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,10.0,600
ПРОГРЕС,КЕРПІЧИК,2025-01-05,20.0,560
ПРОГРЕС,З ТРАВАМИ,2025-01-05,9.0,468
ФРАНКА,БІЛИЙ,2025-01-05,26.0,780
ФРАНКА,СІРИЙ,2025-01-05,19.0,608
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-05,16.0,720
ФРАНКА,ТОСТОВИЙ,2025-01-05,27.0,1485
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-05,20.0,960
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,18.0,1080
ФРАНКА,КЕРПІЧИК,2025-01-05,27.0,756
ФРАНКА,З ТРАВАМИ,2025-01-05,27.0,1404
ЦЕНТРАЛ,БІЛИЙ,2025-01-05,28.0,840
ЦЕНТРАЛ,СІРИЙ,2025-01-05,22.0,704
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-05,13.0,585
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-05,9.0,495
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-05,31.0,1488
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,19.0,1140
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-05,14.0,392
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-05,13.0,676
ДРУЖБА,БІЛИЙ,2025-01-05,30.0,900
ДРУЖБА,СІРИЙ,2025-01-05,16.0,512
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-05,23.0,1035
ДРУЖБА,ТОСТОВИЙ,2025-01-05,17.0,935
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-05,14.0,672
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,14.0,840
ДРУЖБА,КЕРПІЧИК,2025-01-05,31.0,868
ДРУЖБА,З ТРАВАМИ,2025-01-05,10.0,520
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-06,24.0,720
АВТОСТАНЦІЯ,СІРИЙ,2025-01-06,12.0,384
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-06,14.0,630
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-06,6.0,330
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-06,19.0,912
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,16.0,960
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-06,23.0,644
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-06,16.0,832
ГРІНВІЧ,БІЛИЙ,2025-01-06,11.0,330
ГРІНВІЧ,СІРИЙ,2025-01-06,10.0,320
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-06,19.0,855
ГРІНВІЧ,ТОСТОВИЙ,2025-01-06,23.0,1265
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-06,19.0,912
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,11.0,660
ГРІНВІЧ,КЕРПІЧИК,2025-01-06,6.0,168
ГРІНВІЧ,З ТРАВАМИ,2025-01-06,14.0,728
ПАЛАНОК,БІЛИЙ,2025-01-06,22.0,660
ПАЛАНОК,СІРИЙ,2025-01-06,12.0,384
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-06,22.0,990
ПАЛАНОК,ТОСТОВИЙ,2025-01-06,16.0,880
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-06,16.0,768
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,17.0,1020
ПАЛАНОК,КЕРПІЧИК,2025-01-06,17.0,476
ПАЛАНОК,З ТРАВАМИ,2025-01-06,5.0,260
ЧЕРЕМШИНА,БІЛИЙ,2025-01-06,11.0,330
ЧЕРЕМШИНА,СІРИЙ,2025-01-06,24.0,768
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-06,22.0,990
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-06,16.0,880
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-06,17.0,816
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,16.0,960
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-06,16.0,448
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-06,19.0,988
ПІДГОРЯНО,БІЛИЙ,2025-01-06,17.0,510
ПІДГОРЯНО,СІРИЙ,2025-01-06,24.0,768
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-06,15.0,675
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-06,19.0,1045
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-06,13.0,624
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,17.0,1020
ПІДГОРЯНО,КЕРПІЧИК,2025-01-06,21.0,588
ПІДГОРЯНО,З ТРАВАМИ,2025-01-06,11.0,572
ЄВРАЗІЯ,БІЛИЙ,2025-01-06,17.0,510
ЄВРАЗІЯ,СІРИЙ,2025-01-06,5.0,160
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-06,24.0,1080
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-06,20.0,1100
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-06,5.0,240
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,24.0,1440
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-06,20.0,560
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-06,11.0,572
РОСВИГОВО,БІЛИЙ,2025-01-06,16.0,480
РОСВИГОВО,СІРИЙ,2025-01-06,20.0,640
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-06,8.0,360
РОСВИГОВО,ТОСТОВИЙ,2025-01-06,19.0,1045
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-06,19.0,912
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,12.0,720
РОСВИГОВО,КЕРПІЧИК,2025-01-06,19.0,532
РОСВИГОВО,З ТРАВАМИ,2025-01-06,24.0,1248
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-06,8.0,240
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-06,15.0,480
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-06,21.0,945
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-06,24.0,1320
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-06,9.0,432
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,9.0,540
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-06,7.0,196
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-06,7.0,364
ПРОГРЕС,БІЛИЙ,2025-01-06,24.0,720
ПРОГРЕС,СІРИЙ,2025-01-06,8.0,256
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-06,21.0,945
ПРОГРЕС,ТОСТОВИЙ,2025-01-06,21.0,1155
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-06,23.0,1104
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,14.0,840
ПРОГРЕС,КЕРПІЧИК,2025-01-06,7.0,196
ПРОГРЕС,З ТРАВАМИ,2025-01-06,10.0,520
ФРАНКА,БІЛИЙ,2025-01-06,7.0,210
ФРАНКА,СІРИЙ,2025-01-06,21.0,672
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-06,19.0,855
ФРАНКА,ТОСТОВИЙ,2025-01-06,11.0,605
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-06,23.0,1104
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,10.0,600
ФРАНКА,КЕРПІЧИК,2025-01-06,10.0,280
ФРАНКА,З ТРАВАМИ,2025-01-06,19.0,988
ЦЕНТРАЛ,БІЛИЙ,2025-01-06,5.0,150
ЦЕНТРАЛ,СІРИЙ,2025-01-06,24.0,768
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-06,6.0,270
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-06,5.0,275
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-06,7.0,336
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,16.0,960
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-06,21.0,588
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-06,24.0,1248
ДРУЖБА,БІЛИЙ,2025-01-06,24.0,720
ДРУЖБА,СІРИЙ,2025-01-06,11.0,352
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-06,6.0,270
ДРУЖБА,ТОСТОВИЙ,2025-01-06,15.0,825
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-06,12.0,576
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,18.0,1080
ДРУЖБА,КЕРПІЧИК,2025-01-06,12.0,336
ДРУЖБА,З ТРАВАМИ,2025-01-06,20.0,1040
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-07,17.0,510
АВТОСТАНЦІЯ,СІРИЙ,2025-01-07,11.0,352
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-07,20.0,900
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-07,6.0,330
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-07,9.0,432
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,24.0,1440
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-07,24.0,672
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-07,24.0,1248
ГРІНВІЧ,БІЛИЙ,2025-01-07,15.0,450
ГРІНВІЧ,СІРИЙ,2025-01-07,5.0,160
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-07,17.0,765
ГРІНВІЧ,ТОСТОВИЙ,2025-01-07,10.0,550
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-07,17.0,816
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,9.0,540
ГРІНВІЧ,КЕРПІЧИК,2025-01-07,11.0,308
ГРІНВІЧ,З ТРАВАМИ,2025-01-07,20.0,1040
ПАЛАНОК,БІЛИЙ,2025-01-07,23.0,690
ПАЛАНОК,СІРИЙ,2025-01-07,7.0,224
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-07,11.0,495
ПАЛАНОК,ТОСТОВИЙ,2025-01-07,11.0,605
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-07,13.0,624
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,15.0,900
ПАЛАНОК,КЕРПІЧИК,2025-01-07,11.0,308
ПАЛАНОК,З ТРАВАМИ,2025-01-07,9.0,468
ЧЕРЕМШИНА,БІЛИЙ,2025-01-07,18.0,540
ЧЕРЕМШИНА,СІРИЙ,2025-01-07,19.0,608
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-07,21.0,945
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-07,20.0,1100
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-07,22.0,1056
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,22.0,1320
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-07,24.0,672
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-07,8.0,416
ПІДГОРЯНО,БІЛИЙ,2025-01-07,8.0,240
ПІДГОРЯНО,СІРИЙ,2025-01-07,20.0,640
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-07,13.0,585
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-07,13.0,715
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-07,20.0,960
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,19.0,1140
ПІДГОРЯНО,КЕРПІЧИК,2025-01-07,6.0,168
ПІДГОРЯНО,З ТРАВАМИ,2025-01-07,11.0,572
ЄВРАЗІЯ,БІЛИЙ,2025-01-07,18.0,540
ЄВРАЗІЯ,СІРИЙ,2025-01-07,20.0,640
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-07,12.0,540
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-07,17.0,935
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-07,21.0,1008
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,7.0,420
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-07,24.0,672
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-07,13.0,676
РОСВИГОВО,БІЛИЙ,2025-01-07,5.0,150
РОСВИГОВО,СІРИЙ,2025-01-07,15.0,480
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-07,24.0,1080
РОСВИГОВО,ТОСТОВИЙ,2025-01-07,7.0,385
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-07,18.0,864
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,5.0,300
РОСВИГОВО,КЕРПІЧИК,2025-01-07,7.0,196
РОСВИГОВО,З ТРАВАМИ,2025-01-07,20.0,1040
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-07,10.0,300
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-07,6.0,192
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-07,20.0,900
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-07,6.0,330
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-07,14.0,672
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,22.0,1320
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-07,7.0,196
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-07,18.0,936
ПРОГРЕС,БІЛИЙ,2025-01-07,13.0,390
ПРОГРЕС,СІРИЙ,2025-01-07,23.0,736
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-07,20.0,900
ПРОГРЕС,ТОСТОВИЙ,2025-01-07,8.0,440
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-07,22.0,1056
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,7.0,420
ПРОГРЕС,КЕРПІЧИК,2025-01-07,15.0,420
ПРОГРЕС,З ТРАВАМИ,2025-01-07,11.0,572
ФРАНКА,БІЛИЙ,2025-01-07,23.0,690
ФРАНКА,СІРИЙ,2025-01-07,14.0,448
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-07,5.0,225
ФРАНКА,ТОСТОВИЙ,2025-01-07,23.0,1265
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-07,20.0,960
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,6.0,360
ФРАНКА,КЕРПІЧИК,2025-01-07,9.0,252
ФРАНКА,З ТРАВАМИ,2025-01-07,16.0,832
ЦЕНТРАЛ,БІЛИЙ,2025-01-07,10.0,300
ЦЕНТРАЛ,СІРИЙ,2025-01-07,24.0,768
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-07,12.0,540
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-07,5.0,275
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-07,22.0,1056
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,10.0,600
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-07,18.0,504
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-07,20.0,1040
ДРУЖБА,БІЛИЙ,2025-01-07,19.0,570
ДРУЖБА,СІРИЙ,2025-01-07,5.0,160
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-07,22.0,990
ДРУЖБА,ТОСТОВИЙ,2025-01-07,13.0,715
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-07,17.0,816
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,15.0,900
ДРУЖБА,КЕРПІЧИК,2025-01-07,23.0,644
ДРУЖБА,З ТРАВАМИ,2025-01-07,16.0,832
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-08,14.0,420
АВТОСТАНЦІЯ,СІРИЙ,2025-01-08,15.0,480
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-08,5.0,225
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-08,12.0,660
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-08,21.0,1008
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,10.0,600
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-08,11.0,308
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-08,19.0,988
ГРІНВІЧ,БІЛИЙ,2025-01-08,19.0,570
ГРІНВІЧ,СІРИЙ,2025-01-08,15.0,480
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-08,6.0,270
ГРІНВІЧ,ТОСТОВИЙ,2025-01-08,22.0,1210
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-08,11.0,528
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,22.0,1320
ГРІНВІЧ,КЕРПІЧИК,2025-01-08,15.0,420
ГРІНВІЧ,З ТРАВАМИ,2025-01-08,12.0,624
ПАЛАНОК,БІЛИЙ,2025-01-08,18.0,540
ПАЛАНОК,СІРИЙ,2025-01-08,20.0,640
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-08,18.0,810
ПАЛАНОК,ТОСТОВИЙ,2025-01-08,8.0,440
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-08,11.0,528
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,12.0,720
ПАЛАНОК,КЕРПІЧИК,2025-01-08,17.0,476
ПАЛАНОК,З ТРАВАМИ,2025-01-08,6.0,312
ЧЕРЕМШИНА,БІЛИЙ,2025-01-08,8.0,240
ЧЕРЕМШИНА,СІРИЙ,2025-01-08,11.0,352
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-08,14.0,630
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-08,12.0,660
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-08,19.0,912
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,24.0,1440
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-08,14.0,392
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-08,7.0,364
ПІДГОРЯНО,БІЛИЙ,2025-01-08,10.0,300
ПІДГОРЯНО,СІРИЙ,2025-01-08,19.0,608
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-08,9.0,405
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-08,15.0,825
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-08,15.0,720
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,5.0,300
ПІДГОРЯНО,КЕРПІЧИК,2025-01-08,21.0,588
ПІДГОРЯНО,З ТРАВАМИ,2025-01-08,18.0,936
ЄВРАЗІЯ,БІЛИЙ,2025-01-08,13.0,390
ЄВРАЗІЯ,СІРИЙ,2025-01-08,12.0,384
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-08,8.0,360
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-08,22.0,1210
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-08,19.0,912
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,13.0,780
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-08,17.0,476
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-08,11.0,572
РОСВИГОВО,БІЛИЙ,2025-01-08,12.0,360
РОСВИГОВО,СІРИЙ,2025-01-08,18.0,576
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-08,16.0,720
РОСВИГОВО,ТОСТОВИЙ,2025-01-08,12.0,660
