Магазин,Хліб,Календар,Кількість списання
ПАЛАНОК,КЕРПІЧИК,2025-01-05,1
ПАЛАНОК,З ТРАВАМИ,2025-01-05,4
ЧЕРЕМШИНА,БІЛИЙ,2025-01-05,0
ЧЕРЕМШИНА,СІРИЙ,2025-01-05,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-05,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-05,2
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-05,0
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-05,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-05,1
ПІДГОРЯНО,БІЛИЙ,2025-01-05,3
ПІДГОРЯНО,СІРИЙ,2025-01-05,2
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-05,0
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-05,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-05,1
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,2
ПІДГОРЯНО,КЕРПІЧИК,2025-01-05,0
ПІДГОРЯНО,З ТРАВАМИ,2025-01-05,4
ЄВРАЗІЯ,БІЛИЙ,2025-01-05,2
ЄВРАЗІЯ,СІРИЙ,2025-01-05,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-05,0
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-05,1
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-05,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,5
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-05,2
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-05,2
РОСВИГОВО,БІЛИЙ,2025-01-05,0
РОСВИГОВО,СІРИЙ,2025-01-05,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-05,1
РОСВИГОВО,ТОСТОВИЙ,2025-01-05,1
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-05,1
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,4
РОСВИГОВО,КЕРПІЧИК,2025-01-05,0
РОСВИГОВО,З ТРАВАМИ,2025-01-05,5
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-05,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-05,2
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-05,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-05,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-05,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-05,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-05,3
ПРОГРЕС,БІЛИЙ,2025-01-05,3
ПРОГРЕС,СІРИЙ,2025-01-05,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-05,2
ПРОГРЕС,ТОСТОВИЙ,2025-01-05,2
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-05,1
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,0
ПРОГРЕС,КЕРПІЧИК,2025-01-05,0
ПРОГРЕС,З ТРАВАМИ,2025-01-05,4
ФРАНКА,БІЛИЙ,2025-01-05,0
ФРАНКА,СІРИЙ,2025-01-05,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-05,2
ФРАНКА,ТОСТОВИЙ,2025-01-05,3
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-05,0
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,1
ФРАНКА,КЕРПІЧИК,2025-01-05,1
ФРАНКА,З ТРАВАМИ,2025-01-05,3
ЦЕНТРАЛ,БІЛИЙ,2025-01-05,0
ЦЕНТРАЛ,СІРИЙ,2025-01-05,1
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-05,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-05,0
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-05,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,1
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-05,2
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-05,0
ДРУЖБА,БІЛИЙ,2025-01-05,3
ДРУЖБА,СІРИЙ,2025-01-05,2
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-05,0
ДРУЖБА,ТОСТОВИЙ,2025-01-05,1
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-05,0
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-05,5
ДРУЖБА,КЕРПІЧИК,2025-01-05,2
ДРУЖБА,З ТРАВАМИ,2025-01-05,3
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-06,2
АВТОСТАНЦІЯ,СІРИЙ,2025-01-06,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-06,1
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-06,1
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-06,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,1
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-06,1
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-06,5
ГРІНВІЧ,БІЛИЙ,2025-01-06,2
ГРІНВІЧ,СІРИЙ,2025-01-06,1
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-06,0
ГРІНВІЧ,ТОСТОВИЙ,2025-01-06,0
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-06,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,4
ГРІНВІЧ,КЕРПІЧИК,2025-01-06,3
ГРІНВІЧ,З ТРАВАМИ,2025-01-06,1
ПАЛАНОК,БІЛИЙ,2025-01-06,0
ПАЛАНОК,СІРИЙ,2025-01-06,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-06,0
ПАЛАНОК,ТОСТОВИЙ,2025-01-06,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-06,2
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,2
ПАЛАНОК,КЕРПІЧИК,2025-01-06,1
ПАЛАНОК,З ТРАВАМИ,2025-01-06,3
ЧЕРЕМШИНА,БІЛИЙ,2025-01-06,1
ЧЕРЕМШИНА,СІРИЙ,2025-01-06,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-06,0
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-06,1
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-06,2
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-06,1
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-06,4
ПІДГОРЯНО,БІЛИЙ,2025-01-06,2
ПІДГОРЯНО,СІРИЙ,2025-01-06,0
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-06,2
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-06,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-06,1
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,3
ПІДГОРЯНО,КЕРПІЧИК,2025-01-06,2
ПІДГОРЯНО,З ТРАВАМИ,2025-01-06,0
ЄВРАЗІЯ,БІЛИЙ,2025-01-06,3
ЄВРАЗІЯ,СІРИЙ,2025-01-06,1
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-06,1
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-06,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-06,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,0
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-06,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-06,1
РОСВИГОВО,БІЛИЙ,2025-01-06,0
РОСВИГОВО,СІРИЙ,2025-01-06,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-06,0
РОСВИГОВО,ТОСТОВИЙ,2025-01-06,1
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-06,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,1
РОСВИГОВО,КЕРПІЧИК,2025-01-06,1
РОСВИГОВО,З ТРАВАМИ,2025-01-06,1
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-06,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-06,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-06,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-06,1
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-06,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,4
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-06,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-06,0
ПРОГРЕС,БІЛИЙ,2025-01-06,0
ПРОГРЕС,СІРИЙ,2025-01-06,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-06,1
ПРОГРЕС,ТОСТОВИЙ,2025-01-06,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-06,1
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,5
ПРОГРЕС,КЕРПІЧИК,2025-01-06,1
ПРОГРЕС,З ТРАВАМИ,2025-01-06,6
ФРАНКА,БІЛИЙ,2025-01-06,0
ФРАНКА,СІРИЙ,2025-01-06,2
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-06,1
ФРАНКА,ТОСТОВИЙ,2025-01-06,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-06,0
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,6
ФРАНКА,КЕРПІЧИК,2025-01-06,1
ФРАНКА,З ТРАВАМИ,2025-01-06,1
ЦЕНТРАЛ,БІЛИЙ,2025-01-06,1
ЦЕНТРАЛ,СІРИЙ,2025-01-06,0
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-06,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-06,0
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-06,1
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,0
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-06,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-06,4
ДРУЖБА,БІЛИЙ,2025-01-06,0
ДРУЖБА,СІРИЙ,2025-01-06,2
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-06,1
ДРУЖБА,ТОСТОВИЙ,2025-01-06,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-06,2
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-06,1
ДРУЖБА,КЕРПІЧИК,2025-01-06,1
ДРУЖБА,З ТРАВАМИ,2025-01-06,5
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-07,1
АВТОСТАНЦІЯ,СІРИЙ,2025-01-07,1
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-07,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-07,0
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-07,2
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,1
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-07,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-07,1
ГРІНВІЧ,БІЛИЙ,2025-01-07,0
ГРІНВІЧ,СІРИЙ,2025-01-07,1
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-07,0
ГРІНВІЧ,ТОСТОВИЙ,2025-01-07,0
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-07,3
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,0
ГРІНВІЧ,КЕРПІЧИК,2025-01-07,0
ГРІНВІЧ,З ТРАВАМИ,2025-01-07,4
ПАЛАНОК,БІЛИЙ,2025-01-07,0
ПАЛАНОК,СІРИЙ,2025-01-07,3
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-07,0
ПАЛАНОК,ТОСТОВИЙ,2025-01-07,2
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-07,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,3
ПАЛАНОК,КЕРПІЧИК,2025-01-07,1
ПАЛАНОК,З ТРАВАМИ,2025-01-07,0
ЧЕРЕМШИНА,БІЛИЙ,2025-01-07,0
ЧЕРЕМШИНА,СІРИЙ,2025-01-07,1
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-07,0
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-07,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-07,2
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,2
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-07,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-07,2
ПІДГОРЯНО,БІЛИЙ,2025-01-07,2
ПІДГОРЯНО,СІРИЙ,2025-01-07,0
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-07,0
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-07,1
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-07,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,0
ПІДГОРЯНО,КЕРПІЧИК,2025-01-07,0
ПІДГОРЯНО,З ТРАВАМИ,2025-01-07,2
ЄВРАЗІЯ,БІЛИЙ,2025-01-07,2
ЄВРАЗІЯ,СІРИЙ,2025-01-07,2
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-07,0
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-07,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-07,2
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,4
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-07,0
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-07,5
РОСВИГОВО,БІЛИЙ,2025-01-07,1
РОСВИГОВО,СІРИЙ,2025-01-07,0
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-07,2
РОСВИГОВО,ТОСТОВИЙ,2025-01-07,1
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-07,2
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,3
РОСВИГОВО,КЕРПІЧИК,2025-01-07,0
РОСВИГОВО,З ТРАВАМИ,2025-01-07,1
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-07,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-07,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-07,2
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-07,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-07,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-07,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-07,0
ПРОГРЕС,БІЛИЙ,2025-01-07,1
ПРОГРЕС,СІРИЙ,2025-01-07,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-07,2
ПРОГРЕС,ТОСТОВИЙ,2025-01-07,2
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-07,2
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,2
ПРОГРЕС,КЕРПІЧИК,2025-01-07,1
ПРОГРЕС,З ТРАВАМИ,2025-01-07,2
ФРАНКА,БІЛИЙ,2025-01-07,2
ФРАНКА,СІРИЙ,2025-01-07,2
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-07,3
ФРАНКА,ТОСТОВИЙ,2025-01-07,1
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-07,2
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,0
ФРАНКА,КЕРПІЧИК,2025-01-07,1
ФРАНКА,З ТРАВАМИ,2025-01-07,1
ЦЕНТРАЛ,БІЛИЙ,2025-01-07,1
ЦЕНТРАЛ,СІРИЙ,2025-01-07,3
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-07,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-07,1
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-07,2
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,2
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-07,1
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-07,2
ДРУЖБА,БІЛИЙ,2025-01-07,1
ДРУЖБА,СІРИЙ,2025-01-07,0
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-07,1
ДРУЖБА,ТОСТОВИЙ,2025-01-07,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-07,0
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-07,0
ДРУЖБА,КЕРПІЧИК,2025-01-07,2
ДРУЖБА,З ТРАВАМИ,2025-01-07,3
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-08,2
АВТОСТАНЦІЯ,СІРИЙ,2025-01-08,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-08,3
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-08,0
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-08,1
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,0
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-08,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-08,4
ГРІНВІЧ,БІЛИЙ,2025-01-08,2
ГРІНВІЧ,СІРИЙ,2025-01-08,2
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-08,1
ГРІНВІЧ,ТОСТОВИЙ,2025-01-08,2
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-08,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,1
ГРІНВІЧ,КЕРПІЧИК,2025-01-08,0
ГРІНВІЧ,З ТРАВАМИ,2025-01-08,0
ПАЛАНОК,БІЛИЙ,2025-01-08,1
ПАЛАНОК,СІРИЙ,2025-01-08,0
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-08,0
ПАЛАНОК,ТОСТОВИЙ,2025-01-08,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-08,2
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,1
ПАЛАНОК,КЕРПІЧИК,2025-01-08,1
ПАЛАНОК,З ТРАВАМИ,2025-01-08,1
ЧЕРЕМШИНА,БІЛИЙ,2025-01-08,0
ЧЕРЕМШИНА,СІРИЙ,2025-01-08,2
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-08,0
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-08,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-08,1
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-08,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-08,2
ПІДГОРЯНО,БІЛИЙ,2025-01-08,3
ПІДГОРЯНО,СІРИЙ,2025-01-08,1
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-08,3
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-08,1
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-08,1
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,3
ПІДГОРЯНО,КЕРПІЧИК,2025-01-08,1
ПІДГОРЯНО,З ТРАВАМИ,2025-01-08,5
ЄВРАЗІЯ,БІЛИЙ,2025-01-08,3
ЄВРАЗІЯ,СІРИЙ,2025-01-08,1
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-08,0
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-08,1
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-01-08,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,3
ЄВРАЗІЯ,КЕРПІЧИК,2025-01-08,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-01-08,2
РОСВИГОВО,БІЛИЙ,2025-01-08,3
РОСВИГОВО,СІРИЙ,2025-01-08,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-01-08,1
РОСВИГОВО,ТОСТОВИЙ,2025-01-08,1
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-01-08,1
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,0
РОСВИГОВО,КЕРПІЧИК,2025-01-08,0
РОСВИГОВО,З ТРАВАМИ,2025-01-08,4
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-01-08,1
ЯВОРНИЦЬКОГО,СІРИЙ,2025-01-08,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-01-08,1
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-01-08,1
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-01-08,2
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-01-08,1
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-01-08,0
ПРОГРЕС,БІЛИЙ,2025-01-08,0
ПРОГРЕС,СІРИЙ,2025-01-08,2
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-01-08,1
ПРОГРЕС,ТОСТОВИЙ,2025-01-08,2
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-01-08,2
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,1
ПРОГРЕС,КЕРПІЧИК,2025-01-08,2
ПРОГРЕС,З ТРАВАМИ,2025-01-08,0
ФРАНКА,БІЛИЙ,2025-01-08,3
ФРАНКА,СІРИЙ,2025-01-08,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-01-08,0
ФРАНКА,ТОСТОВИЙ,2025-01-08,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-01-08,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,2
ФРАНКА,КЕРПІЧИК,2025-01-08,2
ФРАНКА,З ТРАВАМИ,2025-01-08,0
ЦЕНТРАЛ,БІЛИЙ,2025-01-08,1
ЦЕНТРАЛ,СІРИЙ,2025-01-08,2
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-01-08,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-01-08,1
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-01-08,2
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,1
ЦЕНТРАЛ,КЕРПІЧИК,2025-01-08,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-01-08,2
ДРУЖБА,БІЛИЙ,2025-01-08,3
ДРУЖБА,СІРИЙ,2025-01-08,1
ДРУЖБА,БОРОДІНСЬКИЙ,2025-01-08,3
ДРУЖБА,ТОСТОВИЙ,2025-01-08,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-01-08,1
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-08,3
ДРУЖБА,КЕРПІЧИК,2025-01-08,2
ДРУЖБА,З ТРАВАМИ,2025-01-08,1
АВТОСТАНЦІЯ,БІЛИЙ,2025-01-09,1
АВТОСТАНЦІЯ,СІРИЙ,2025-01-09,3
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-01-09,2
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-01-09,0
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-01-09,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-09,1
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-01-09,2
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-01-09,0
ГРІНВІЧ,БІЛИЙ,2025-01-09,3
ГРІНВІЧ,СІРИЙ,2025-01-09,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-01-09,3
ГРІНВІЧ,ТОСТОВИЙ,2025-01-09,1
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-01-09,1
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-01-09,5
ГРІНВІЧ,КЕРПІЧИК,2025-01-09,1
ГРІНВІЧ,З ТРАВАМИ,2025-01-09,5
ПАЛАНОК,БІЛИЙ,2025-01-09,0
ПАЛАНОК,СІРИЙ,2025-01-09,2
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-01-09,0
ПАЛАНОК,ТОСТОВИЙ,2025-01-09,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-01-09,1
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-01-09,4
ПАЛАНОК,КЕРПІЧИК,2025-01-09,1
ПАЛАНОК,З ТРАВАМИ,2025-01-09,1
ЧЕРЕМШИНА,БІЛИЙ,2025-01-09,2
ЧЕРЕМШИНА,СІРИЙ,2025-01-09,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-01-09,0
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-01-09,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-01-09,3
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-01-09,1
ЧЕРЕМШИНА,КЕРПІЧИК,2025-01-09,2
ЧЕРЕМШИНА,З ТРАВАМИ,2025-01-09,2
ПІДГОРЯНО,БІЛИЙ,2025-01-09,1
ПІДГОРЯНО,СІРИЙ,2025-01-09,1
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-01-09,0
ПІДГОРЯНО,ТОСТОВИЙ,2025-01-09,3
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-01-09,2
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-01-09,6
ПІДГОРЯНО,КЕРПІЧИК,2025-01-09,2
ПІДГОРЯНО,З ТРАВАМИ,2025-01-09,1
ЄВРАЗІЯ,БІЛИЙ,2025-01-09,3
ЄВРАЗІЯ,СІРИЙ,2025-01-09,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-01-09,2
ЄВРАЗІЯ,ТОСТОВИЙ,2025-01-09,0
